link_id,from_node_id,to_node_id,dir_flag,length,vdf_length_mi,lanes,capacity,free_speed,vdf_free_speed_mph,vdf_toll,link_type,allowed_uses,vdf_alpha,vdf_beta,vdf_plf,ref_volume,ref_cost,vdf_fftt,geometry
658,459,845,1,5853.67072,3.63808,1,2000,45.49485015,28.27523316,0,1,,0.15,4,1,20.62,13.11981322,7.72,"LINESTRING (-88.21848185665502 41.47782036075421, -88.17800315784628 41.43370945224576)"
659,460,459,1,8120.31729,5.04681,1,3500,104.5534415,64.98038627,0,2,,0.15,4,1,2886.97,13.11981322,4.66,"LINESTRING (-88.30658255406226 41.44451212371721, -88.21848185665502 41.47782036075421)"
660,460,461,1,10916.18005,6.78445,1,3500,103.9636195,64.61380952,0,2,,0.15,4,1,2009.18,13.11981322,6.3,"LINESTRING (-88.30658255406226 41.44451212371721, -88.4173037008038 41.3895985437373)"
661,460,872,1,7731.37372,4.80508,1,3500,79.16082307,49.19877133,0,1,,0.15,4,1,355.21,13.11981322,5.86,"LINESTRING (-88.30658255406226 41.44451212371721, -88.29348650444767 41.514729488281695)"
662,460,875,1,1769.40121,1.09969,1,3500,48.03804189,29.8558371,0,1,,0.15,4,1,474.12,13.11981322,2.21,"LINESTRING (-88.30658255406226 41.44451212371721, -88.29467705441263 41.43100878437789)"
663,461,460,1,10916.18005,6.78445,1,3500,103.9636195,64.61380952,0,2,,0.15,4,1,2578.27945,13.11981322,6.3,"LINESTRING (-88.4173037008038 41.3895985437373, -88.30658255406226 41.44451212371721)"
664,461,462,1,9327.77525,5.79725,1,3500,103.8342328,64.53339518,0,2,,0.15,4,1,1742.02,13.11981322,5.39,"LINESTRING (-88.4173037008038 41.3895985437373, -88.5292153975103 41.376995427020596)"
665,461,874,1,3907.52086,2.42854,1,2000,99.76649005,62.0052766,0,1,,0.15,4,1,618,13.11981322,2.35,"LINESTRING (-88.4173037008038 41.3895985437373, -88.4077793010841 41.42470722601954)"
666,461,877,1,6334.23075,3.93675,1,2000,64.7451184,40.23935264,0,1,,0.15,4,1,466.88,13.11981322,5.87,"LINESTRING (-88.4173037008038 41.3895985437373, -88.40063600129432 41.332884518512145)"
667,462,461,1,9327.77525,5.79725,1,3500,103.8342328,64.53339518,0,2,,0.15,4,1,2055.65,13.11981322,5.39,"LINESTRING (-88.5292153975103 41.376995427020596, -88.4173037008038 41.3895985437373)"
668,462,873,1,5247.07772,3.26108,1,1500,91.25352556,56.71443478,0,1,,0.15,4,1,13.37,13.11981322,3.45,"LINESTRING (-88.5292153975103 41.376995427020596, -88.52088154775556 41.42470722601954)"
669,462,876,1,4409.06225,2.74025,1,1500,60.81465172,37.79655172,0,1,,0.15,4,1,180.02,13.11981322,4.35,"LINESTRING (-88.5292153975103 41.376995427020596, -88.51373824796579 41.33828585424787)"
670,462,927,1,12432.4212,7.7268,1,3500,95.87985501,59.58971722,0,2,,0.15,4,1,1569,13.11981322,7.78,"LINESTRING (-88.5292153975103 41.376995427020596, -88.67922469309562 41.36529253292652)"
671,463,464,1,6698.62098,4.16322,1,3500,103.0557074,64.04953846,0,2,,0.15,4,1,1555,13.11981322,3.9,"LINESTRING (-88.41135095097898 41.11593086646035, -88.34825180283596 41.15464043923308)"
672,463,928,1,26796.286,16.654,1,3500,100.7379173,62.60902256,0,2,,0.15,4,1,1728,13.11981322,15.96,"LINESTRING (-88.41135095097898 41.11593086646035, -88.73637109141383 41.118631534328216)"
673,464,463,1,6698.62098,4.16322,1,3500,103.0557074,64.04953846,0,2,,0.15,4,1,1728,13.11981322,3.9,"LINESTRING (-88.34825180283596 41.15464043923308, -88.41135095097898 41.11593086646035)"
674,464,465,1,12563.45816,7.80824,1,3500,104.5502759,64.97841886,0,2,,0.15,4,1,1596.41,13.11981322,7.21,"LINESTRING (-88.34825180283596 41.15464043923308, -88.25777000549878 41.24736336936309)"
675,464,883,1,4485.95636,2.78804,1,2000,68.66259734,42.67408163,0,1,,0.15,4,1,80.16,13.11981322,3.92,"LINESTRING (-88.34825180283596 41.15464043923308, -88.40182655125929 41.16184222021405)"
676,464,884,1,5408.89485,3.36165,1,2000,102.0546198,63.42735849,0,1,,0.15,4,1,28.75,13.11981322,3.18,"LINESTRING (-88.34825180283596 41.15464043923308, -88.28396210472796 41.16454288808191)"
677,465,464,1,12563.45816,7.80824,1,3500,104.5502759,64.97841886,0,2,,0.15,4,1,1746.31,13.11981322,7.21,"LINESTRING (-88.25777000549878 41.24736336936309, -88.34825180283596 41.15464043923308)"
678,465,466,1,9658.58565,6.00285,1,3500,100.9608256,62.74756098,0,2,,0.15,4,1,1888.34,13.11981322,5.74,"LINESTRING (-88.25777000549878 41.24736336936309, -88.18633700760103 41.31758073392758)"
679,465,862,1,7199.08434,4.47426,1,3500,95.9877912,59.6568,0,1,,0.15,4,1,213.35,13.11981322,4.5,"LINESTRING (-88.25777000549878 41.24736336936309, -88.17205040802146 41.2599664860798)"
680,465,881,1,2482.99271,1.54319,1,3500,60.07240428,37.33524194,0,1,,0.15,4,1,356.01,13.11981322,2.48,"LINESTRING (-88.25777000549878 41.24736336936309, -88.2863432046579 41.25456515034407)"
681,466,465,1,9658.58565,6.00285,1,3500,100.9608256,62.74756098,0,2,,0.15,4,1,1849.03,13.11981322,5.74,"LINESTRING (-88.18633700760103 41.31758073392758, -88.25777000549878 41.24736336936309)"
682,466,467,1,9228.0977,5.7353,1,3500,103.8810248,64.56247655,0,2,,0.15,4,1,2184.82,13.11981322,5.33,"LINESTRING (-88.18633700760103 41.31758073392758, -88.18871810753095 41.402201660454)"
683,466,855,1,3384.35451,2.10339,1,5000,121.5935752,75.5708982,0,1,,0.15,4,1,319.47,13.11981322,1.67,"LINESTRING (-88.18633700760103 41.31758073392758, -88.1744315079514 41.34728808047409)"
684,466,862,1,6390.99627,3.97203,1,5000,71.01106967,44.13366667,0,1,,0.15,4,1,331.91,13.11981322,5.4,"LINESTRING (-88.18633700760103 41.31758073392758, -88.17205040802146 41.2599664860798)"
685,467,458,1,9038.2357,5.6173,1,3500,104.8924839,65.19110251,0,2,,0.15,4,1,2591.212065,13.11981322,5.17,"LINESTRING (-88.18871810753095 41.402201660454, -88.1934803073908 41.485022141735186)"
686,467,466,1,9228.0977,5.7353,1,3500,103.8810248,64.56247655,0,2,,0.15,4,1,1998.31,13.11981322,5.33,"LINESTRING (-88.18871810753095 41.402201660454, -88.18633700760103 41.31758073392758)"
687,467,845,1,3546.97614,2.20446,1,2500,101.8270662,63.28593301,0,1,,0.15,4,1,392.4994303,13.11981322,2.09,"LINESTRING (-88.18871810753095 41.402201660454, -88.17800315784628 41.43370945224576)"
688,467,855,1,6101.84288,3.79232,1,2500,62.26370286,38.69714286,0,1,,0.15,4,1,333.1,13.11981322,5.88,"LINESTRING (-88.18871810753095 41.402201660454, -88.1744315079514 41.34728808047409)"
689,468,458,1,4969.86311,3.08879,1,3500,102.4714043,63.68639175,0,2,,0.15,4,1,2225.31,13.11981322,2.91,"LINESTRING (-88.18395590767109 41.53003327286626, -88.1934803073908 41.485022141735186)"
690,468,469,1,5123.52261,3.18429,1,3500,105.2778619,65.43061644,0,2,,0.15,4,1,3046.001495,13.11981322,2.92,"LINESTRING (-88.18395590767109 41.53003327286626, -88.16609765819665 41.57504440399734)"
691,468,829,1,2680.73881,1.66609,1,2500,120.9355854,75.16195489,0,1,,0.15,4,1,393.74,13.11981322,1.33,"LINESTRING (-88.18395590767109 41.53003327286626, -88.15419215854702 41.539935721715096)"
692,468,830,1,2424.10331,1.50659,1,2500,51.03375389,31.71768421,0,1,,0.15,4,1,264.74,13.11981322,2.85,"LINESTRING (-88.18395590767109 41.53003327286626, -88.21133855686524 41.53813527646985)"
693,469,468,1,5123.52261,3.18429,1,3500,105.2778619,65.43061644,0,2,,0.15,4,1,2095.33,13.11981322,2.92,"LINESTRING (-88.16609765819665 41.57504440399734, -88.18395590767109 41.53003327286626)"
694,469,470,1,4736.63856,2.94384,1,3500,104.1019464,64.69978022,0,2,,0.15,4,1,3573.071495,13.11981322,2.73,"LINESTRING (-88.16609765819665 41.57504440399734, -88.16014490837183 41.61825508988317)"
695,469,819,1,1061.65038,0.65982,1,3000,187.350067,116.4388235,0,1,,0.15,4,1,1307.73,13.11981322,0.34,"LINESTRING (-88.16609765819665 41.57504440399734, -88.15895435840687 41.58314640760093)"
696,469,824,1,5697.71035,3.54115,1,3000,85.25252394,52.98478803,0,1,,0.15,4,1,532.9,13.11981322,4.01,"LINESTRING (-88.16609765819665 41.57504440399734, -88.09823631019377 41.58494685284617)"
697,470,469,1,4736.63856,2.94384,1,3500,104.1019464,64.69978022,0,2,,0.15,4,1,2435.54,13.11981322,2.73,"LINESTRING (-88.16014490837183 41.61825508988317, -88.16609765819665 41.57504440399734)"
698,470,471,1,6668.35569,4.14441,1,3500,97.11197607,60.35548544,0,2,,0.15,4,1,3812.421495,13.11981322,4.12,"LINESTRING (-88.16014490837183 41.61825508988317, -88.10537960998354 41.66326622101425)"
699,470,817,1,986.38136,0.61304,1,1000,79.97686703,49.70594595,0,1,,0.15,4,1,328.58,13.11981322,0.74,"LINESTRING (-88.16014490837183 41.61825508988317, -88.15895435840687 41.627257316109386)"
700,470,822,1,5142.29964,3.19596,1,1000,91.82677929,57.07071429,0,1,,0.15,4,1,237.58,13.11981322,3.36,"LINESTRING (-88.16014490837183 41.61825508988317, -88.09942686015873 41.62905776135463)"
701,471,470,1,6668.35569,4.14441,1,3500,97.11197607,60.35548544,0,2,,0.15,4,1,2298.57,13.11981322,4.12,"LINESTRING (-88.10537960998354 41.66326622101425, -88.16014490837183 41.61825508988317)"
702,471,472,1,5104.69731,3.17259,1,3500,104.8910406,65.19020548,0,2,,0.15,4,1,4691.69,13.11981322,2.92,"LINESTRING (-88.10537960998354 41.66326622101425, -88.05656706142007 41.69207334493814)"
703,471,815,1,5216.68371,3.24219,1,3000,81.51068297,50.65921875,0,1,,0.15,4,1,603.3214954,13.11981322,3.84,"LINESTRING (-88.10537960998354 41.66326622101425, -88.04347101180548 41.67316866986309)"
704,471,816,1,1057.09691,0.65699,1,3000,103.9767452,64.62196721,0,1,,0.15,4,1,1179.17,13.11981322,0.61,"LINESTRING (-88.10537960998354 41.66326622101425, -88.1006174101237 41.67226844724046)"
705,472,471,1,5104.69731,3.17259,1,3500,104.8910406,65.19020548,0,2,,0.15,4,1,2591.95,13.11981322,2.92,"LINESTRING (-88.05656706142007 41.69207334493814, -88.10537960998354 41.66326622101425)"
706,472,473,1,2502.3168,1.5552,1,5000,85.79371886,53.32114286,0,2,,0.15,4,1,6421.83,13.11981322,1.75,"LINESTRING (-88.05656706142007 41.69207334493814, -88.0363277120157 41.70917757476795)"
707,472,813,1,3010.79298,1.87122,1,3000,129.9622869,80.77208633,0,1,,0.15,4,1,1405.341597,13.11981322,1.39,"LINESTRING (-88.05656706142007 41.69207334493814, -88.04466156177045 41.718179800994164)"
708,472,815,1,2326.7749,1.4461,1,3000,62.8858081,39.08378378,0,1,,0.15,4,1,1752.44,13.11981322,2.22,"LINESTRING (-88.05656706142007 41.69207334493814, -88.04347101180548 41.67316866986309)"
709,473,472,1,2502.3168,1.5552,1,5000,85.79371886,53.32114286,0,2,,0.15,4,1,2912.48,13.11981322,1.75,"LINESTRING (-88.0363277120157 41.70917757476795, -88.05656706142007 41.69207334493814)"
710,473,474,1,4810.29858,2.98962,1,5000,89.35539158,55.53473684,0,2,,0.15,4,1,2767.257563,13.11981322,3.23,"LINESTRING (-88.0363277120157 41.70917757476795, -88.03513716205075 41.7532884832764)"
711,473,475,1,4703.99195,2.92355,1,5000,89.03454795,55.33533123,0,2,,0.15,4,1,5323.548942,13.11981322,3.17,"LINESTRING (-88.0363277120157 41.70917757476795, -87.98394351355735 41.726281804597754)"
712,473,707,1,6198.17371,3.85219,1,1000,84.71308032,52.64952164,0,1,,0.15,4,1,744.5594594,13.11981322,4.39,"LINESTRING (-88.0363277120157 41.70917757476795, -87.96251361418801 41.7199802462394)"
713,473,813,1,1198.0614,0.7446,1,1000,49.919225,31.025,0,1,,0.15,4,1,731.65,13.11981322,1.44,"LINESTRING (-88.0363277120157 41.70917757476795, -88.04466156177045 41.718179800994164)"
714,474,473,1,4810.29858,2.98962,1,5000,89.35539158,55.53473684,0,2,,0.15,4,1,1490.029459,13.11981322,3.23,"LINESTRING (-88.03513716205075 41.7532884832764, -88.0363277120157 41.70917757476795)"
715,474,538,1,4813.30741,2.99149,1,5000,86.98748331,54.06307229,0,2,,0.15,4,1,4362.29,13.11981322,3.32,"LINESTRING (-88.03513716205075 41.7532884832764, -88.05537651145511 41.794698723916994)"
716,474,701,1,1320.45803,0.82067,1,3500,45.79623225,28.46254335,0,1,,0.15,4,1,1060.878403,13.11981322,1.73,"LINESTRING (-88.03513716205075 41.7532884832764, -88.04704266170037 41.761390486879996)"
717,474,706,1,3882.79053,2.41317,1,3500,95.08874768,59.09804082,0,1,,0.15,4,1,3929.521878,13.11981322,2.45,"LINESTRING (-88.03513716205075 41.7532884832764, -87.98989626338216 41.76319093212524)"
718,475,473,1,4703.99195,2.92355,1,5000,89.03454795,55.33533123,0,2,,0.15,4,1,2350.74,13.11981322,3.17,"LINESTRING (-87.98394351355735 41.726281804597754, -88.0363277120157 41.70917757476795)"
719,475,476,1,2459.61394,1.52866,1,5000,87.843355,54.595,0,2,,0.15,4,1,5323.548942,13.11981322,1.68,"LINESTRING (-87.98394351355735 41.726281804597754, -87.95775141432816 41.737084476069214)"
720,475,706,1,4053.92377,2.51953,1,3500,78.97254098,49.08175325,0,1,,0.15,4,1,1462.342733,13.11981322,3.08,"LINESTRING (-87.98394351355735 41.726281804597754, -87.98989626338216 41.76319093212524)"
721,475,707,1,1895.57899,1.17811,1,3500,65.36479276,40.62448276,0,1,,0.15,4,1,750.3205406,13.11981322,1.74,"LINESTRING (-87.98394351355735 41.726281804597754, -87.96251361418801 41.7199802462394)"
722,476,475,1,2459.61394,1.52866,1,5000,87.843355,54.595,0,2,,0.15,4,1,2530.620557,13.11981322,1.68,"LINESTRING (-87.95775141432816 41.737084476069214, -87.98394351355735 41.726281804597754)"
723,476,477,1,5444.38939,3.38371,1,5000,88.0494241,54.72307278,0,2,,0.15,4,1,5224.65,13.11981322,3.71,"LINESTRING (-87.95775141432816 41.737084476069214, -87.90298611593988 41.76499137737048)"
724,476,705,1,3675.02036,2.28404,1,3500,109.1590206,67.84277228,0,1,,0.15,4,1,2096.778942,13.11981322,2.02,"LINESTRING (-87.95775141432816 41.737084476069214, -87.93274986506394 41.76499137737048)"
725,476,707,1,1905.71569,1.18441,1,3500,40.98313313,25.4711828,0,1,,0.15,4,1,863.73,13.11981322,2.79,"LINESTRING (-87.95775141432816 41.737084476069214, -87.96251361418801 41.7199802462394)"
726,477,476,1,5444.38939,3.38371,1,5000,88.0494241,54.72307278,0,2,,0.15,4,1,2717.370557,13.11981322,3.71,"LINESTRING (-87.90298611593988 41.76499137737048, -87.95775141432816 41.737084476069214)"
727,477,478,1,3695.93736,2.29704,1,6500,87.65068838,54.47525692,0,2,,0.15,4,1,8020.672999,13.11981322,2.53,"LINESTRING (-87.90298611593988 41.76499137737048, -87.91131996569462 41.798299614407476)"
728,477,503,1,1275.937,0.793,1,6500,86.99570455,54.06818182,0,2,,0.15,4,1,4763.295545,13.11981322,0.88,"LINESTRING (-87.90298611593988 41.76499137737048, -87.88750896639536 41.76499137737048)"
729,477,504,1,1405.28451,0.87339,1,6500,88.75481115,55.16147368,0,2,,0.15,4,1,5836.209993,13.11981322,0.95,"LINESTRING (-87.90298611593988 41.76499137737048, -87.88750896639536 41.75959004163475)"
730,478,477,1,3695.93736,2.29704,1,6500,87.65068838,54.47525692,0,2,,0.15,4,1,6402.405538,13.11981322,2.53,"LINESTRING (-87.91131996569462 41.798299614407476, -87.90298611593988 41.76499137737048)"
731,478,479,1,4858.13415,3.01935,1,6500,89.96544722,55.91388889,0,2,,0.15,4,1,9252.057398,13.11981322,3.24,"LINESTRING (-87.91131996569462 41.798299614407476, -87.91965381544935 41.842410522915934)"
732,478,633,1,3171.29073,1.97097,1,5500,99.62169833,61.91528796,0,1,,0.15,4,1,4085.454455,13.11981322,1.91,"LINESTRING (-87.91131996569462 41.798299614407476, -87.87560346674573 41.809102285878936)"
733,478,703,1,2114.19382,1.31398,1,5500,47.15673948,29.30810409,0,1,,0.15,4,1,3661.998071,13.11981322,2.69,"LINESTRING (-87.91131996569462 41.798299614407476, -87.93513096499387 41.805501395388454)"
734,479,478,1,4858.13415,3.01935,1,6500,89.96544722,55.91388889,0,2,,0.15,4,1,7233.366751,13.11981322,3.24,"LINESTRING (-87.91965381544935 41.842410522915934, -87.91131996569462 41.798299614407476)"
735,479,480,1,1887.93624,1.17336,1,6500,85.81528363,53.33454545,0,2,,0.15,4,1,8016.799616,13.11981322,1.32,"LINESTRING (-87.91965381544935 41.842410522915934, -87.92322546534425 41.859514752745746)"
736,479,629,1,3600.87764,2.23796,1,3000,101.9116313,63.33849057,0,1,,0.15,4,1,3013.77,13.11981322,2.12,"LINESTRING (-87.91965381544935 41.842410522915934, -87.87798456667565 41.852312971764775)"
737,479,693,1,1551.86441,0.96449,1,3000,49.52758755,30.78159574,0,1,,0.15,4,1,4487.67,13.11981322,1.88,"LINESTRING (-87.91965381544935 41.842410522915934, -87.93513096499387 41.85051252651953)"
738,480,479,1,1887.93624,1.17336,1,6500,85.81528363,53.33454545,0,2,,0.15,4,1,7502.879613,13.11981322,1.32,"LINESTRING (-87.92322546534425 41.859514752745746, -87.91965381544935 41.842410522915934)"
739,480,481,1,2082.06209,1.29401,1,5000,88.59838681,55.06425532,0,2,,0.15,4,1,3444.052862,13.11981322,1.41,"LINESTRING (-87.92322546534425 41.859514752745746, -87.94822701460846 41.86221542061361)"
740,480,483,1,2453.725,1.525,1,5000,87.63303571,54.46428571,0,2,,0.15,4,1,6673.821929,13.11981322,1.68,"LINESTRING (-87.92322546534425 41.859514752745746, -87.9470364646435 41.84601141340642)"
741,480,484,1,2898.30779,1.80131,1,5000,81.64247296,50.74112676,0,2,,0.15,4,1,5904.663234,13.11981322,2.13,"LINESTRING (-87.92322546534425 41.859514752745746, -87.89227116625521 41.87211786946244)"
742,480,486,1,3048.94237,1.89493,1,6500,90.11652325,56.00778325,0,2,,0.15,4,1,6875.043056,13.11981322,2.03,"LINESTRING (-87.92322546534425 41.859514752745746, -87.92084436541431 41.88742165404701)"
743,481,480,1,2082.06209,1.29401,1,5000,88.59838681,55.06425532,0,2,,0.15,4,1,3411.171894,13.11981322,1.41,"LINESTRING (-87.94822701460846 41.86221542061361, -87.92322546534425 41.859514752745746)"
744,481,482,1,785.192,0.488,1,5000,87.24355555,54.22222222,0,2,,0.15,4,1,0,13.11981322,0.54,"LINESTRING (-87.94822701460846 41.86221542061361, -87.95775141432816 41.86221542061361)"
745,481,483,1,1769.40121,1.09969,1,6500,63.57130096,39.50982036,0,1,,0.15,4,1,3540.958264,13.11981322,1.67,"LINESTRING (-87.94822701460846 41.86221542061361, -87.9470364646435 41.84601141340642)"
746,481,691,1,3715.42235,2.30915,1,6500,92.1179095,57.25165289,0,1,,0.15,4,1,6329.714626,13.11981322,2.42,"LINESTRING (-87.94822701460846 41.86221542061361, -87.93870261488875 41.89552365765061)"
747,482,481,1,785.192,0.488,1,5000,87.24355555,54.22222222,0,2,,0.15,4,1,0,13.11981322,0.54,"LINESTRING (-87.95775141432816 41.86221542061361, -87.94822701460846 41.86221542061361)"
748,483,480,1,2453.725,1.525,1,5000,87.63303571,54.46428571,0,2,,0.15,4,1,6681.535602,13.11981322,1.68,"LINESTRING (-87.9470364646435 41.84601141340642, -87.92322546534425 41.859514752745746)"
749,483,481,1,1769.40121,1.09969,1,6500,63.57130096,39.50982036,0,1,,0.15,4,1,2885.661765,13.11981322,1.67,"LINESTRING (-87.9470364646435 41.84601141340642, -87.94822701460846 41.86221542061361)"
750,483,539,1,4951.42397,3.07733,1,5000,89.21484631,55.44738739,0,2,,0.15,4,1,4820.117528,13.11981322,3.33,"LINESTRING (-87.9470364646435 41.84601141340642, -88.00537341292667 41.83520874193496)"
751,483,693,1,1097.338,0.682,1,6500,131.68056,81.84,0,1,,0.15,4,1,8650.003723,13.11981322,0.5,"LINESTRING (-87.9470364646435 41.84601141340642, -87.93513096499387 41.85051252651953)"
752,484,480,1,2898.30779,1.80131,1,5000,81.64247296,50.74112676,0,2,,0.15,4,1,5634.001021,13.11981322,2.13,"LINESTRING (-87.89227116625521 41.87211786946244, -87.92322546534425 41.859514752745746)"
753,484,485,1,4810.29858,2.98962,1,5000,88.5331027,55.02368098,0,2,,0.15,4,1,6375.322218,13.11981322,3.26,"LINESTRING (-87.89227116625521 41.87211786946244, -87.83393421797203 41.87301809208507)"
754,484,627,1,2793.36881,1.73609,1,6000,84.6475397,52.60878788,0,1,,0.15,4,1,6782.057427,13.11981322,1.98,"LINESTRING (-87.89227116625521 41.87211786946244, -87.88155621657054 41.896423880273225)"
755,484,629,1,2459.61394,1.52866,1,6000,40.43200997,25.12865753,0,1,,0.15,4,1,536.57,13.11981322,3.65,"LINESTRING (-87.89227116625521 41.87211786946244, -87.87798456667565 41.852312971764775)"
756,485,484,1,4810.29858,2.98962,1,5000,88.5331027,55.02368098,0,2,,0.15,4,1,6090.378126,13.11981322,3.26,"LINESTRING (-87.83393421797203 41.87301809208507, -87.89227116625521 41.87211786946244)"
757,485,489,1,3925.96,2.44,1,5000,88.55548871,55.03759398,0,2,,0.15,4,1,7360.373944,13.11981322,2.66,"LINESTRING (-87.83393421797203 41.87301809208507, -87.78631221937351 41.87301809208507)"
758,485,626,1,2825.93497,1.75633,1,6500,100.9262489,62.72607143,0,1,,0.15,4,1,8015.959655,13.11981322,1.68,"LINESTRING (-87.83393421797203 41.87301809208507, -87.8220287183224 41.89732410289585)"
759,485,628,1,2194.676,1.364,1,6500,46.36639437,28.81690141,0,1,,0.15,4,1,4502.673007,13.11981322,2.84,"LINESTRING (-87.83393421797203 41.87301809208507, -87.8220287183224 41.85501363963264)"
760,486,480,1,3048.94237,1.89493,1,6500,90.11652325,56.00778325,0,2,,0.15,4,1,6656.95256,13.11981322,2.03,"LINESTRING (-87.92084436541431 41.88742165404701, -87.92322546534425 41.859514752745746)"
761,486,535,1,404.67959,0.25151,1,6500,83.72681172,52.03655172,0,2,,0.15,4,1,9877.717267,13.11981322,0.29,"LINESTRING (-87.92084436541431 41.88742165404701, -87.92203491537929 41.8910225445375)"
762,486,627,1,3384.35451,2.10339,1,6500,91.46904081,56.84837838,0,1,,0.15,4,1,7424.061742,13.11981322,2.22,"LINESTRING (-87.92084436541431 41.88742165404701, -87.88155621657054 41.896423880273225)"
763,486,691,1,1716.89954,1.06706,1,6500,42.9224885,26.6765,0,1,,0.15,4,1,3254.6,13.11981322,2.4,"LINESTRING (-87.92084436541431 41.88742165404701, -87.93870261488875 41.89552365765061)"
764,487,488,1,3867.8751,2.4039,1,5000,87.57453057,54.42792453,0,2,,0.15,4,1,4406.26,13.11981322,2.65,"LINESTRING (-87.96846636401283 41.928831894687605, -88.00656396289163 41.9495370150079)"
765,487,535,1,5625.40189,3.49621,1,6500,81.92332849,50.91567961,0,2,,0.15,4,1,6176.031866,13.11981322,4.12,"LINESTRING (-87.96846636401283 41.928831894687605, -87.92203491537929 41.8910225445375)"
766,487,681,1,2642.75032,1.64248,1,3000,116.5919259,72.46235294,0,1,,0.15,4,1,4009.920357,13.11981322,1.36,"LINESTRING (-87.96846636401283 41.928831894687605, -87.93870261488875 41.93783412091382)"
767,487,682,1,2424.10331,1.50659,1,3000,47.84414428,29.73532895,0,1,,0.15,4,1,2840.07,13.11981322,3.04,"LINESTRING (-87.96846636401283 41.928831894687605, -87.99584901320698 41.936933898291194)"
768,488,405,1,1533.13565,0.95285,1,5000,91.07736535,56.6049505,0,2,,0.15,4,1,3952.799943,13.11981322,1.01,"LINESTRING (-88.00656396289163 41.9495370150079, -88.0208505624712 41.958539241234114)"
769,488,487,1,3867.8751,2.4039,1,5000,87.57453057,54.42792453,0,2,,0.15,4,1,6399.476761,13.11981322,2.65,"LINESTRING (-88.00656396289163 41.9495370150079, -87.96846636401283 41.928831894687605)"
770,488,680,1,3694.63407,2.29623,1,2500,74.63907212,46.38848485,0,1,,0.15,4,1,2724.777559,13.11981322,2.97,"LINESTRING (-88.00656396289163 41.9495370150079, -87.99346791327704 41.98194502942227)"
771,488,682,1,1633.52116,1.01524,1,2500,35.38312982,21.99075812,0,1,,0.15,4,1,2438.49,13.11981322,2.77,"LINESTRING (-88.00656396289163 41.9495370150079, -87.99584901320698 41.936933898291194)"
772,489,485,1,3925.96,2.44,1,5000,88.55548871,55.03759398,0,2,,0.15,4,1,7289.62286,13.11981322,2.66,"LINESTRING (-87.78631221937351 41.87301809208507, -87.83393421797203 41.87301809208507)"
773,489,490,1,1573.4411,0.9779,1,6500,89.06270378,55.35283019,0,2,,0.15,4,1,7624.142218,13.11981322,1.06,"LINESTRING (-87.78631221937351 41.87301809208507, -87.76726341993411 41.87211786946244)"
774,489,630,1,2776.07206,1.72534,1,3500,62.15086702,38.62701493,0,1,,0.15,4,1,1844.34,13.11981322,2.68,"LINESTRING (-87.78631221937351 41.87301809208507, -87.78155001951367 41.89822432551847)"
775,489,631,1,2846.321,1.769,1,3500,40.37334752,25.09219858,0,1,,0.15,4,1,1666.751727,13.11981322,4.23,"LINESTRING (-87.78631221937351 41.87301809208507, -87.7613106701093 41.85501363963264)"
776,490,489,1,1573.4411,0.9779,1,6500,89.06270378,55.35283019,0,2,,0.15,4,1,6446.704734,13.11981322,1.06,"LINESTRING (-87.76726341993411 41.87211786946244, -87.78631221937351 41.87301809208507)"
777,490,491,1,3859.13823,2.39847,1,6500,88.71582138,55.13724138,0,2,,0.15,4,1,8186.830735,13.11981322,2.61,"LINESTRING (-87.76726341993411 41.87211786946244, -87.72083197130057 41.87661898257555)"
778,490,557,1,3918.59078,2.43542,1,5000,65.49176791,40.70339833,0,1,,0.15,4,1,3301.65,13.11981322,3.59,"LINESTRING (-87.76726341993411 41.87211786946244, -87.74940517045968 41.90542610649944)"
779,490,631,1,1928.32214,1.19846,1,5000,30.44719168,18.92305263,0,1,,0.15,4,1,3127.490088,13.11981322,3.8,"LINESTRING (-87.76726341993411 41.87211786946244, -87.7613106701093 41.85501363963264)"
780,491,490,1,3859.13823,2.39847,1,6500,88.71582138,55.13724138,0,2,,0.15,4,1,6829.944822,13.11981322,2.61,"LINESTRING (-87.72083197130057 41.87661898257555, -87.76726341993411 41.87211786946244)"
781,491,492,1,4238.62088,2.63432,1,6500,89.54832846,55.65464789,0,2,,0.15,4,1,9107.820529,13.11981322,2.84,"LINESTRING (-87.72083197130057 41.87661898257555, -87.66963832280717 41.88021987306604)"
782,491,558,1,3775.87248,2.34672,1,6500,70.797609,44.001,0,1,,0.15,4,1,4801.514524,13.11981322,3.2,"LINESTRING (-87.72083197130057 41.87661898257555, -87.7136886715108 41.910827442235174)"
783,491,559,1,1185.94563,0.73707,1,6500,118.594563,73.707,0,1,,0.15,4,1,8431.170431,13.11981322,0.6,"LINESTRING (-87.72083197130057 41.87661898257555, -87.70773592168598 41.88112009568866)"
784,492,491,1,4238.62088,2.63432,1,6500,89.54832846,55.65464789,0,2,,0.15,4,1,8406.123633,13.11981322,2.84,"LINESTRING (-87.66963832280717 41.88021987306604, -87.72083197130057 41.87661898257555)"
785,492,493,1,1597.75309,0.99301,1,6500,69.97458788,43.48948905,0,2,,0.15,4,1,5999.234118,13.11981322,1.37,"LINESTRING (-87.66963832280717 41.88021987306604, -87.65058952336776 41.877519205198176)"
